AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
national,neutral,policy,Representative ,facebook,"At 1pm CT, the House Rules Committee will meet on the Success and Opportunity through Quality Charter Schools Act and the resolution to establish a Select Committee on Benghazi. Watch our hearing LIVE online: http://rules.house.gov/video/rules-committee-hearing-scheduled-may-7-200pm "
constituency,neutral,information,Representative ,facebook, http://sessions.house.gov/index.cfm/weekly-newsletters?ID=54831B46-EBEA-48BC-8ABF-1F1AC1A28DDB
constituency,neutral,information,Representative ,facebook,I was proud to meet with fellow Eagle Scouts from across the nation at the National Eagle Scout Association's Gathering of the Eagles reception this evening.
national,partisan,policy,Representative ,facebook,These are just a few of the jobs bills passed by House Republicans that are piled up on Senator Harry Reid's desk. LIKE and SHARE this post if you think the Senate should #VoteNow.
national,neutral,personal,Representative ,facebook,Check out this week's schedule in the House: http://majorityleader.gov/floor/weekly.html
national,neutral,support,Representative ,facebook,Do you agree with the 53% of Americans who believe we should repeal ObamaCare?
national,partisan,personal,Representative ,facebook,"With small business confidence low and a 7.8% unemployment rate, why hasnâ€™t the Presidentâ€™s Jobs Council met in one year? http://politi.co/UAYBNm"
national,neutral,support,Representative ,facebook,White House says it will miss the legal deadline for submitting its budget to Congress â€“ again.   http://thehill.com/blogs/on-the-money/budget/276969-obama-budget-delayed-again-white-house-tells-paul-ryan
national,partisan,policy,Senator ,facebook,A prescription for a permanent delay of Obamacare. Just the medicine Americans and their businesses need.
national,neutral,policy,Representative ,facebook,"Speaking to Southwestern Illinois Employers Association with my colleague Rep. Rodney Davis.  Followed a good discussion with State Senators David Luechtefeld, State Senator Sam McCann and State Rep CD Davidsmeyer."
national,neutral,support,Representative ,facebook,"Luke 1:43 And whence is this to me, that the mother of my Lord should come to me?"
national,neutral,personal,Representative ,facebook,"Zephaniah 3:17 The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; he will rest in his love, he will joy over thee with singing."
national,neutral,media,Representative ,facebook,"I was excited to be with North American Lighting (NAL) in Paris, Illinois, today when they announced the addition of 270 of new jobs at the facility. Great news in these tough economic times."
constituency,neutral,information,Representative ,facebook,Just wrapped up a meeting with Grayville Mayor Joe Bisch at the Grayville City Hall.
national,neutral,other,Representative ,facebook,"John 11:43 When He had said these things, He cried out with a loud voice ""Lazarus, come out."""
national,neutral,personal,Representative ,facebook,"Acts 2:21 And it shall come to pass, that whosoever shall call on the name of the Lord shall be saved."
constituency,partisan,personal,Representative ,facebook,"Today is Tax Freedom Day in Illinois. The average Illinoisans had to work until April 25th to pay their combined federal, state and local tax bill.  Americans shouldn't have to work nearly 1/3 of their year just to pay taxes."
national,neutral,media,Representative ,facebook,Catch Rep. Susan Brooks of Indiana in this week's Republican Address!
national,neutral,support,Representative ,facebook,"Deuteronomy 20:4 For the Lord your God is he that goeth with you, to fight for you against your enemies, to save you."
constituency,neutral,policy,Representative ,facebook,"Earlier today I held a press conference with Rochester media discussing my efforts to end gun violence. If you haven't had a chance to do so yet, please leave me your thoughts on what Congress should to do end gun violence in the comments below!"
national,partisan,support,Representative ,facebook,"I'm honored to join OneAmerica, Northwest Immigrant Rights Project, Mayor Ed Murray, Michael Ramos, and more at the #Time4Relief rally to continue the push for comprehensive immigration reform and to call on the President to provide expanded deportation relief to stop families from being ripped apart. #TimeIsNow"
national,neutral,personal,Representative ,facebook,Congratulations to Eric Liu for his nomination to the Board of Directors of the Corporation for National and Community Service.  I applaud the President for this nomination as Eric is exactly the type of leader our country needs.  Eric is an influential & innovative thinker who brings with him years of experience in national and community service.  I have no doubt that he will continue to serve our country well.
national,partisan,support,Representative ,facebook,"The President's executive order will prohibit federal contractors from discriminating against individuals based on their sexual orientation or gender identity.  No one should be denied rights because of who they love.  I signed a letter to the President back in March urging him to take action on this issue, and I am very pleased he did.  Here is text of the letter: http://adamsmith.house.gov/UploadedFiles/Federal_Contractor_Employment_Non-Discrimination_Letter.pdf #ENDA "
national,partisan,policy,Representative ,facebook,"Through adding another year of sequestration, this legislation takes from folks who rely on Medicare and other mandatory programs, and from readiness accounts that prepare and train our troops. This is unacceptable. These are challenging issues that we need to address, but Congress keeps refusing to make difficult choices demanded of us. We are simply robbing one group of deserving people â€“ Medicare, Medicaid, and Social Security recipients â€“ to pay for helping another group of deserving people, our military retirees. This is just a shell game, and it is irresponsible.    Read my full statement on today's vote here.  "
national,neutral,mobilization,Representative ,facebook,"Today, is the 41st Anniversary of #RoevWade. It's important that we continue to protect every woman's right to make decisions about her health. #Roe41"
national,neutral,personal,Representative ,facebook,I am looking forward to playing in the 52nd Annual Congressional Baseball game at Nationals Park on Thursday.  I'll be wearing my University of Washington Huskies baseball jersey.  The game is for a great cause as it raises money for charities.
national,partisan,attack,Representative ,facebook,"I was extremely disappointed that Republicans passed an amendment today that targets hundreds of thousands of DREAMers who, through no fault of their own, were brought to this country as young children.  These children have lived in the United States for years as law-abiding individuals, however the amendment adopted by House Republicans today, draws no distinction between DREAMers and criminals posing security risks to our communities.  We need an enforcement policy that focuses our limited resources on enhancing public safety by targeting serious criminals, not DREAMers.  See my full statement below.  http://1.usa.gov/13J6Kmi"
national,neutral,information,Representative ,facebook,"Today, on Korean American Day, I join all Americans in celebrating the culture and achievements of the Korean American community.  http://capac-chu.house.gov/press-release/capac-members-recognize-korean-american-day  "
national,neutral,information,Representative ,facebook,Smith: The President's policies should put Americans first. Are you ready for the SOTU?
national,neutral,support,Senator ,facebook,"""Analyses of the Senate's 'Gang of Eight' bill show that the legislation would add 30 million additional immigrants to the United States over the next decade, at a time when the number of Americans not in the labor force has reached record highs... Experts say adding millions more to the labor force would harm working class Americans by taking away jobs and lowering wages. The Congressional Budget Office has estimated wages would decline by 0.1 percent in the first decade...  'First thing to keep in mind is it's not a good time to push through anything even remotely resembling the Gang of Eight bill,' said Peter Kirsanow, a member of the U.S. Commission on Civil Rights, in an interview. 'Even in a roaring economy it would be a spectacularly bad idea.'"""
national,partisan,policy,Senator ,facebook,"USCIS Officers: ""[Corker-Hoeven amendment] will exacerbate USCIS concerns about threats to national security and public safetyâ€_ This bill should be opposedâ€_ Hopefully, lawmakers will read the bill before casting their votes."""
national,partisan,support,Senator ,facebook,Click here to see a link to the Heritage Foundation report that shows the cost of amnesty to taxpayers will be $6.3 trillion:
national,partisan,media,Senator ,facebook,Sessions discussed President Obamaâ€™s budget plan this morning on FOXâ€™s Americaâ€™s Newsroom:
national,neutral,media,Senator ,facebook,"Sessions will be live, in-studio with Dan Morris at 2:40 PM CT. You can listen live here:"
national,neutral,support,Representative ,facebook,"In just one year, weâ€™ve reduced the uninsured rate among adults by 26%! #ACAWorks"
constituency,neutral,personal,Representative ,facebook,"I am extremely angered and saddened to learn of the intentional murder of James Foley. This was a brutal, barbaric act â€“ his murderers must be brought to justice and the reign of terror by ISIS must end. My heart goes out to Jim Foleyâ€™s family, colleagues and friends. We stand with them and stand against terror, malicious violence and senseless killings. "
constituency,neutral,constituency,Representative ,facebook,Idaho National Laboratory continues to be a driving force in Idahoâ€™s economy and the lab should be proud of its role in both the local community and worldwide.  http://m.localnews8.com/news/inl-tallies-up-contribution-to-local-economy/29174094
national,partisan,policy,Representative ,facebook,Congressman Mike Simpson spoke in opposition to an amendment that would have harmed the U.S. sugar program that Idaho farmers depend on to compete in the world market. The sugar program is designed to operate at no-cost to taxpayers.   https://www.youtube.com/watch?v=mMkyddFjGwc
constituency,neutral,information,Representative ,facebook,"On Wednesday, Congressman Simpson met with the Idaho Sugarbeet Growers Association.  Congressman Simpson is the Republican lead and co-chair of the House Sugar Caucus."
national,neutral,personal,Representative ,facebook,"To my Jewish constituents, a very happy Passover to you and your family. Chag Sameach!"
national,neutral,personal,Representative ,facebook,Looking forward to watching the Opening Ceremony tonight and cheering on Team USA. What's your favorite event? #Sochi
constituency,neutral,policy,Representative ,facebook,Thank you to all of our regionâ€™s first responders and emergency personnel for their immediate action in securing the scene after Saturday's train derailment in Altoona. 
constituency,neutral,information,Representative ,facebook,"Congratulations to World Kitchen in Greencastle for nearing completion of their $20 million renovation! I was happy to be represented at the rededication ceremony, and am pleased to see so many great employers choosing Franklin County to expand and grow."
national,neutral,personal,Representative ,facebook,"Today I had the great honor of speaking at the commissioning ceremony for the USS Somerset, named in tribute to the victims of United Flight 93. I worked hard to make sure she was commissioned here in Pennsylvania, and it was an emotional moment watching her officially join our nationâ€™s naval forces. Despite their different backgrounds, creeds, and ethnicities, the passengers of Flight 93 banded together as Americans to protect their country in one of our nationâ€™s darkest hours. Their personal sacrifice and stand against evil that day will forever be remembered, both in history and in our hearts."
national,partisan,attack,Representative ,facebook,"President Obama will negotiate with the Russians and the Iranians, but he will not come to Capitol Hill and talk with the duly elected representatives of the American people. He wants to see the government shut down, but that is not what we want or what hardworking Americans want. Obamacare is not ready to be rolled out on October 1st and it is going to drive our economy into the fiscal ditch.  The House will vote on a delay of the individual mandate for one year. We believe that Americans should be afforded the same consideration that the president has promised to big business. We also want fairness for all and have included a measure that will strip out the federal contribution for members, staff, the presidentâ€™s cabinet and political appointees.  The House has been the only one fighting to avert a government shutdown. We have worked through the weekend, while the Senate stayed in recess. The president has refused to speak with the peopleâ€™s elected representatives.  It is time for the Senate and the president to become engaged and fight for commonsense solutions for the American people. A government shutdown will only be temporary, but Obamacare is going to have long term consequences that will stifle our economy."
national,partisan,support,Representative ,facebook,"Today I voted for the No Budget, No Pay Act. This will require the House and Senate to each pass a budget resolution. If they donâ€™t, then members wonâ€™t get paid. The House passes a budget every year, but the Senate hasnâ€™t passed one in four years. It is time for the Senate to start working for the people, if they canâ€™t do that, they shouldnâ€™t get a paycheck."
national,neutral,support,Representative ,facebook,Don't forget! Our #CA38 Community Office Hours begin today.  Come meet my staff and get help resolving any issues you may have with a federal agency.
constituency,neutral,personal,Representative ,facebook,"We have several manufacturers of precision tools and components in our district, so it was great to finally tour the L.A. NTMA in Santa Fe Springs.   The center helps train men and women for careers in tooling, machining, and the manufacturing industry. With a 90% job placement rate, it's great to know that centers like this are producing professionals that meet the demand for a well-trained and skilled workforce in our district."
national,neutral,personal,Representative ,facebook,Congresswoman Sanchez met with executive directors from area chambers of commerce to talk about the local business climate and how to best support small business.
national,neutral,media,Representative ,facebook,Thanks to WSBTV for covering my recent Health Fair. Check out their video below:
national,neutral,personal,Representative ,facebook,Congratulations to Elana Meyers of Douglas County for winning another Olympic medal.   http://www.douglascountysentinel.com/news/article_c11b0e66-9994-11e3-85da-001a4bcf6878.html
national,partisan,attack,Representative ,facebook,"What we have is a broken budget process.  Lurching from short term funding bill, to stop gap measure months into a fiscal year is no way to manage a government.  Ideological issues aside, day-to-day Congressional business is broken and needs serious lawmaking to be repaired.  The Appropriations Committees were once in charge of a lot of the Congressional calendar.  Now, everything seems to be run by leadership and run through the Rules Committee - regular order bypassed. The shutdown crisis is a result of that broken process.  That said, why can't House leadership bring up a clean stop-gap measure to allow more time to deliberate on bread and butter issues?  A clean Continuing Resolution (CR) would get big bipartisan votes and pass in just a few hours. I will vote for a clean CR."
national,partisan,policy,Representative ,facebook,"http://www.wsbtv.com/news/news/local/ga-delegation-tours-atlanta-va-hospital-after-inve/nXjFF/  ""This has been a colossal failure of the management of this hospital,"" said Rep. David Scott, D-Ga."
national,neutral,policy,Representative ,facebook,"Each year, millions of Americans face the reality of living with a mental health condition. During Mental Health Awareness week, we must renew our fight to end the stigma, provide support, and advocate for equal care. If you or someone you know may need a mental health assessment please visit: http://nj.gov/humanservices/dmhs/home/"
national,neutral,personal,Representative ,facebook,"I enjoyed celebrating the retirement of my good friend Susan Mearns, the Hudson County Division Chief of Housing and Community Development yesterday. While I was there I had the opportunity to speak with the new Hudson County Director of Health and Human Services, Darice Toon, regarding my legislation, the New Opportunities for Bicycle and Pedestrian Infrastructure Financing Act. I look forward to working with Darice in the future and wish Susan all the best in her retirement."
national,partisan,policy,Representative ,facebook,"Data breaches, like the ones weâ€™ve most recently seen with eBay and Target, happen far too often.  Citizens put their trust in corporations and their security systems every day when they shop, bolstering the economy and providing for their families in the process.  It is unfair that they are unprotected as they go about their daily lives.  I am pleased to introduce The Commercial Privacy Bill of Rights with Senator Menendez in order to protect consumersâ€™ personal information and hold those accountable who fail to keep that information secure. To read my full press release, please visit: http://1.usa.gov/RX7gg6"
national,neutral,personal,Representative ,facebook,Saying farewell to Ambassador King of Taiwan
national,neutral,personal,Representative ,facebook,"In honor of National Peace Officers Memorial Day, Iâ€™d like to thank our law enforcement officials who have bravely and tirelessly worked to keep our communities safe. About 140-160 officers are killed in the line of duty each year and their families and co-workers are left to cope with the tragic loss. We take this day to honor our law enforcement officials who have dedicated their lives to our safety and unfortunately paid the ultimate sacrifice for our protection. Taking place during Police Week, thousands of law enforcement officers travel to Washington, D.C. to participate in events honoring these men and women.  I thank our law enforcement officials who have bravely and tirelessly worked to keep our communities safe."
national,neutral,personal,Representative ,facebook,Mary Burns sent this photo: Shopping at Dana's Flower Basket in San Mateo.
national,neutral,personal,Representative ,facebook,"World Champions, see you at the parade on Market Street this Friday! What a magical team!"
national,neutral,policy,Representative ,facebook,"Is this your idea of fairness? The so called â€œChild Tax Credit Improvement Act,â€ù which just passed in the House of Representatives, would give a married couple with two children earning $160,000 a year a new annual tax cut of $2,200. A single mother with two kids earning $14,500 a year would lose $1,725 annually. "
national,neutral,personal,Representative ,facebook,Subscribe to my YouTube channel at youtube.com/JackiespeierCA14!
national,neutral,support,Representative ,facebook,"The inaction of Congress is detrimental to working families, single mothers and our veterans who have sacrificed so much for this nation. After spending the night at a homeless shelter in my district, I called on my colleagues to take the Homeless Shelter Challenge, to talk to their constituents who do not have a home, and meet the families we are failing by our inaction. Thank you Congressman Jim McGovern for taking that challenge!"
national,neutral,information,Representative ,facebook,"Dr. Natalie Batalha closed Young Women CAN! with her favorite quote by Rui Borges: ""One day from the shores of a new world we will gaze out at the sea that took us there and its waves will be stars."""
national,neutral,policy,Representative ,facebook,Six hundred seniors were educated and entertained by a wonderful lineup of speakers at the 26th annual Seniors on the Move conference.
national,neutral,personal,Representative ,facebook,"I was thrilled to meet Marlow and Ginny at the Millbrae Library today. In July, we held a Rescue Animal Photo contest on my Facebook page. We did one for dogs and one for cats. Marlow won the â€œTop Catâ€ù contest hands down, he received 75 Likes. Here is what Ginny wrote when she submitted her photo:  ""My name is Ginny McLain, I'm the Children's Librarian at the Millbrae Library.  I rescued Marlowe during one of the Homeless Cat Network Adoption Fairs that we hosted at the Library.  The moment I saw Marlowe I just knew he would be the perfect ""Storytime Kitty!""  I was right!  Marlowe makes regular appearances at our Library storytimes and performs a variety of stunts to the delight of the all the children. Now he even receives fan mail! And to think! Marlowe was found abandoned in a box on the side of the road! I think he's the best!â€ù"
national,neutral,personal,Representative ,facebook,"Today is the 60th anniversary of the end of the Korean War, too often referred to as the â€œForgotten War.â€ù No war can be forgotten. We must always remember the cost in lives and dollars and the lessons that should be learned. It stuns me to remember that 2.5 million people were killed, including over 33,000 Americans. There was no peace agreement; an armistice halted the fighting in 1953, but officially, the Korean Peninsula remains at war. I am reminded that most of us in Congress have never experienced the horrors of combat, yet we give permission to send our young men and women into war more often than we should. Let this anniversary serve as a reminder that we must enter war only as a last resort."
national,neutral,personal,Representative ,facebook,Proud that Louisiana ranks #1 in the nation for best business climate. Must be that perfect roux for economic growth. Share if you agree. 
constituency,neutral,information,Representative ,facebook,Thank you to the LSU Student Government Delegation for meeting with me today. Always great to engage in discussions with the young leaders from my alma mater!
national,partisan,information,Representative ,facebook,How will the Obama Administration try and spin the latest Obamacare enrollment figures? #TrainWreck http://nyti.ms/L3V6z4
national,partisan,attack,Representative ,facebook,"By delaying another component of his signature law for a select few, President Obama has yet again confirmed what weâ€™ve long said â€“ his health care law is unworkable and harming American families."
national,neutral,personal,Representative ,facebook,"In case you missed my interview on Special Report with Bret Baier last night, click here to watch: http://video.foxnews.com/v/2748916759001/rep-steve-scalise-on-why-he-voted-no/?playlist_id=928378949001"
national,neutral,information,Representative ,facebook,"A 6.8 magnitude earthquake occurred off the east coast of Honshu, Japan (around the Fukushima area) at about 5:21 a.m. (ChST).  No destructive widespread tsunami threat exists for the Northern Marianas based on historical earthquake and tsunami data."
constituency,neutral,constituency,Representative ,facebook,"Occupational Health Nurse â€“ The Department of the Navy, Naval Medical Command is accepting applications for an Occupational Health Nurse in Guam. Duties include performing patient care activities, supervising physical examination procedures, and providing individual health care education and counseling. Closing date is August 5, 2013. For more information, go to https://www.usajobs.gov/GetJob/ViewDetails/348225300."
constituency,neutral,policy,Representative ,facebook,"Women and Minorities in STEM Fields Program â€“ The Women and Minorities in Science, Technology, Engineering, and Mathematics Fields supports research and Extension projects that increase the participation of women and underrepresented minorities from rural areas in the fields of science, technology, engineering, and mathematics fields that are relevant to National Institute of Food and Agriculture priority science areas. Closing date is April 29, 2013. For more information, go to http://nifa.usda.gov/funding/rfas/wams.html"
national,neutral,policy,Representative ,facebook,"Human Resources Specialist - The Department of the Army, Army National Guard is accepting applications for a Human Resources Specialist in Guam. The purpose of this position is to provide technical expertise and guidance for all military personnel assigned in the State, and oversees the functions of one of the following human resources programs: Officer Personnel Management, Enlisted Personnel Management, Personnel Systems, SIDPERS Interface Branch, or the Personnel Services Section. Job position is open until April 8, 2013. For more information, go to https://www.usajobs.gov/GetJob/ViewDetails/339827500."
national,neutral,personal,Representative ,facebook,"Congressman speaks with veterans affected by toxins
 
 
 Created on Thursday, 14 November 2013 00:00. | Written by Patrick Malee. | Print 
 
 by: TIDINGS PHOTO: VERN UYETAKE - U.S. Navy veterans Marlyn Miller and Daniel Larsen spoke to U.S. Congressman Kurt Schrader on Veterans Day about their exposure to toxic chemicals while in the service. 
 
 When Daniel Larsen stood up to speak at a mid-October town hall meeting hosted by U.S. Congressman Kurt Schrader, it wasnâ€™t to voice a complaint about the recent government shutdown or to discuss second amendment rights. 
 
 The issue he brought forward was very specific, one that he and scores of other Navy veterans had dealt with for years, yet remained unknown to officials like Schrader. 
 
 http://portlandtribune.com/wlt/95-news/201047-congressman-speaks-with-veterans-affected-by-toxins"
constituency,neutral,personal,Representative ,facebook,I was honored to present a Bronze Star and a Purple Heart to World War II veteran James Dell Hardin. I am thankful for our many service members and veterans who have fought and continue to sacrifice to keep our country safe.
national,partisan,policy,Senator ,facebook,"Senator Shaheen announced today the approval of Drug Free Communities (DFC) Support Program funding from the Office of National Drug Control Policy (ONDCP) to address New Hampshireâ€™s heroin and prescription drug epidemic as well as her cosponsorship of bipartisan legislation to combat synthetic drugs designed to mimic the effects of controlled substances and circumvent existing federal drug laws. Communities throughout New Hampshire will receive DFC funding support, which Shaheen had called for earlier this year to educate about the dangers of drug abuse to ultimately reduce youth substance use.  Read more here: http://1.usa.gov/1mmAfIv "
constituency,neutral,personal,Senator ,facebook,"Senator Shaheen released the following statement this evening on the passing of former Public Service of New Hampshire President Gary Long:   ""Gary was a dedicated, hard working, and passionate business and civic leader whose commitment to making New Hampshire a better place to live will not be forgotten. I was sad to hear of his sudden passing and my thoughts are with his family and loved ones.""   -JS"
national,neutral,personal,Senator ,facebook,Today weâ€™re all Irish! Happy Saint Patrickâ€™s Day to everyone!
national,neutral,personal,Senator ,facebook,"""This Memorial Day, Americans will come together to pay tribute to the brave men and women who made the ultimate sacrifice in pursuit of peace and freedom for our country. New Hampshire has a proud tradition of service, and today we pay tribute to our fallen heroes â€“ our mothers, fathers, brothers and sisters â€“ who did not return home. Their heroic service will never be forgotten."" - JS"
national,neutral,personal,Representative ,facebook,Itâ€™s beginning to look a lot like Christmas! #TBT #tistheseason
constituency,neutral,support,Representative ,facebook,Neat addition to #AZ06!
national,neutral,policy,Representative ,facebook,"Thumbs up to #AZ06 small biz,  My Job Chart. #homegrown #loyaltothesoil "
national,neutral,support,Representative ,facebook,Great testament to the dedication our men and women show towards those who have served. 
constituency,neutral,personal,Representative ,facebook,Thumbs up to Bobby from Applewood Pet Resort in PV. Great concept! #smallbiz #az06
national,neutral,support,Representative ,facebook,Heads up! My staff is hosting Mobile Office Hours tomorrow morning at the Desert Foothills Library. Drop by if you need any help or have any questions! http://ow.ly/tQa3a
constituency,neutral,constituency,Representative ,facebook,Great speaking w/Financial Services Innovation Coalition earlier today on capital & credit issues impacting #AZ.
constituency,neutral,information,Representative ,facebook,Academy Nomination paperwork is due in #AZ Monday. Call the office if you need help: (480) 946-2411. Read more here: http://ow.ly/pHsOm
national,neutral,policy,Representative ,facebook,This is the type of news about our Veterans that shows respect & honor towards their service. #AZ is doing it right.
constituency,neutral,personal,Representative ,facebook,Serving Arizona is my number one priority and the priority of the team that works for you. #shutdown #FairnessForAll
constituency,neutral,personal,Representative ,facebook,Had so much fun going on the The Nearly Famous Barry Young Show with my friend from parliament Nicholas Dakin. What a good sport!
national,partisan,attack,Representative ,facebook,"NUMBER OF THE DAY: 1. It's been 1 year today since the Supreme Court ruled that ObamaCare is the law of the land. Since then, we've seen premiums increasing, millions of Americans losing the plans they have, billions in tax hikes, fewer people covered, millions MORE uninsured, and job losses. No wonder a majority of Americans disapprove of this monstrosity: http://1.usa.gov/18aFhh7"
national,neutral,media,Representative ,facebook,Sunday morning I'll be on ABC's This Week talking with the roundtable about all the news of the day. Check here at the bottom of the page to see what time This Week airs where you live. Tune in! http://abcnews.go.com/ThisWeek/
national,partisan,policy,Representative ,facebook,"The Tale of Two Jack Lews: Which Jack Lew will show up as Treasury Secretary? The one who wants to spend or cut?   Jack Lew in March 2000 ""fiscal discipline is essentialâ€_reducing the accumulated Federal debt will help us to protect these important programs, improve our ability to respond to future fiscal problems or crises, lower both interest rates and Federal interest costs, and encourage continued strong economic growth.""  Jack Lew in February 2011 â€œWe must take care to avoid indiscriminate cuts in areas critical to long-term growth like education, innovation and infrastructure â€” cuts that would stifle the economy just as it begins to recover. That, in turn, would deprive us of one of the most powerful drivers of deficit reduction, a growing economy.â€ù"
constituency,neutral,personal,Senator ,facebook,Gobble Gobble from the Turkey Shoppe in Edgefield! Enjoyed the chance to sit down and talk with folks about their thoughts and concerns.
national,neutral,support,Senator ,facebook,"Education is the key to our kids' future. My #SKILLSAct, #LEAPAct and #SEAJobs Act support STEM education, while my #CHOICEAct takes decision making away from bureaucrats in DC and returns it home.  http://www.goupstate.com/article/20140930/ARTICLES/140939964/1083/ARTICLES?Title=US-Sen-Tim-Scott-speaks-at-education-summit-in-Spartanburg-"
national,neutral,support,Senator ,facebook,I'll be joining Newt Gingrich and Van Jones on Crossfire tonight at 630p on CNN - make sure to tune in!
national,neutral,information,Senator ,facebook,Miss my e-newsletter this week?  Sign up here! http://www.scott.senate.gov/contact/newsletter
national,neutral,information,Senator ,facebook,"South Carolina has some of the most amazing scenery in the world, and I would love to show it off as my cover photo! Please share your photos of our state by sending them to photo@scott.senate.gov   Read more here: http://www.scott.senate.gov/press-release/sen-tim-scott-asks-constituents-share-images-â€œ-our-south-carolinaâ€ù-facebook-cover"
national,neutral,personal,Senator ,facebook,"Great to meet Rachel Edwards (from Charleston) and her father Gary today. Rachel is a bone cancer survivor, and her strength is an inspiration to us all."
constituency,neutral,information,Representative ,facebook,"Here are some more pics from the Joint Town Hall meeting today.  It was such a pleasure to meet with Clarke County Commissioner Tyrone Moye, Jackson Mayor Richard Long, U.S. Representative Bradley Byrne, and a group of young Alabamians!"
national,neutral,personal,Representative ,facebook,A big thanks to all of the volunteers at today's job fair!!!  We could not have done it without you.
national,neutral,support,Representative ,facebook,"Glenda Lewis, Eva Prewitt, Maxie Thomas, and Willie ""Dino"" Fort joined me today at the Capitol.  I am so glad they were able to attend the ceremony marking the 50th Anniversary of the Civil Rights Act."
national,neutral,personal,Representative ,facebook,Good luck to the Athens High School football team in tonightâ€™s #Ohio State Championship game at the Shoe. Congrats on an amazing season and #GoBulldogs!
national,neutral,personal,Representative ,facebook,"Have a safe and relaxing Labor Day weekend, #Ohio!"
national,neutral,policy,Representative ,facebook,"Honored to receive the Congressional Management Foundation's Silver Mouse award today for the way I connect and communicate with you, the constituents of #OH15, via my website. Make sure to visit http://stivers.house.gov to learn more on how I'm here to assist you! #Ohio   http://instagram.com/p/ojdoJTiq-x/"
national,neutral,media,Representative ,facebook,Join me tomorrow during my office hours in New Lexington from 3:00 p.m. â€“ 4:30 p.m. at the Perry County District Library.  More details here:  http://1.usa.gov/1lxpLoR
national,neutral,mobilization,Representative ,facebook,Reminder â€“ Youâ€™re invited to my Listening Session tonight at Wilmington College.  WHEN: TONIGHT at 7pm WHERE: The McCoy Room in the Kelly Center at Wilmington College â€“ on College Street  QUESTIONS? Call my Wilmington District Office at 937-283-7049
national,neutral,personal,Representative ,facebook,"From my listening session in Fairfield County to my tours all over the district, I have a lot of great photos to post from the last district work period. Here are a few for now â€“ please check back later for the rest: https://www.facebook.com/media/set/?set=a.476436305762402.1073741825.116058275133542&type=1"
national,neutral,mobilization,Representative ,facebook,This is about babies. 
national,partisan,personal,Representative ,facebook,"Today, I joined hundreds on the West Lawn of the Capitol at the Defund Obamacare rally. Thanks for making your voices heard!"
constituency,neutral,constituency,Representative ,facebook,Thanks to everyone who came to last nightâ€™s town hall. Great to hear from so many of you.
national,partisan,policy,Representative ,facebook,"As the price of everything from gas to health care climbs higher, the last thing Hoosiers need is another energy roadblock from the White House. This Administration has lost touch with the everyday struggles most families face and told the New York Times that ""a war on coal is exactly whatâ€™s needed."" The White House should end its war on energy and work to find real solutions. Hoosiers deserve an all-of-the-above approach where we harness all of our available resources in order to become energy independent."
national,partisan,information,Representative ,facebook,Out of touch.
constituency,neutral,personal,Representative ,facebook,"Today, I went to the House floor to call attention to the horrific crimes of Kermit Gosnell, an abortionist in West Philadelphia being tried for the deaths of seven newborn babies and one adult woman."
national,neutral,personal,Representative ,facebook,"Happy 281st Birthday to George Washington.  â€œThe preservation of the sacred fire of liberty, and the destiny of the republican model of government, are justly considered as deeply, perhaps as finally staked, on the experiment entrusted to the hands of the American people.â€ù â€“ President Washington"
national,neutral,policy,Representative ,facebook,"227 years ago, our Founding Fathers created a document that serves not only as our governmentâ€™s framework but also as a safeguard of our freedoms and liberties. Happy Constitution Day!"
national,neutral,policy,Representative ,facebook,It was great to be in Valdosta today to speak with the Azalea City Kiwanis Club about Georgia's contributions to our national defense and the state of our economy. It is past time to get our fiscal house in order. LIKE if you agree.
national,neutral,support,Representative ,facebook,"It was a pleasure to welcome the American Peanut Council at their DC Trade Conference earlier today. As a member of the House Agriculture Committee and having grown up in a rural Georgia farming community, I know how important agriculture is to our everyday lives and our nationâ€™s economic success.  I am a supporter of free and fair trade because it is crucial to economic success and job creation in Georgia."
constituency,neutral,policy,Representative ,facebook,"In case you didn't see today's paper, I wanted to let you know about a town hall meeting we're holding tomorrow, September 4th, from 5:00 p.m. to 6:00 p.m. at the Thomasville-Thomas County Chamber of Commerce to hear from constituents from Georgia's Eighth Congressional District. Hope to see you there!"
national,neutral,support,Representative ,facebook,New from the #IRS: â€˜Everything Comes From the Top.â€™ The American people need to start getting answersâ€”not contradicting testimony.   http://washingtonexaminer.com/anonymous-cincinnati-irs-official-everything-comes-from-the-top./article/2530001
constituency,neutral,personal,Representative ,facebook,Great to wrap up my week in DC with students from First Presbyterian Day School in Macon. I was lucky enough to hang out with them and Senator Chambliss to speak about how proud I am to be an American!
national,partisan,policy,Representative ,facebook,"File this under ""unbelievable."" Not only are the Democrats on the House Committee on Financial Services refusing to tackle our debt, they would just prefer to ignore it all together."
national,neutral,support,Representative ,facebook,You can order flags to be flown over the U.S. Capitol to honor #AZ09 vets and recognize special occasions. Order yours:
national,neutral,support,Representative ,facebook,Happy #WrightBrothersDay! #AZ09 is home to US Airways & thousands of aviation jobs. Thanks Orville & Wilbur!
national,neutral,other,Representative ,facebook,Today is #GoPurpleDay. We worked to reauthorize #VAWA to protect AZ women and their families from domestic violence.
